conversation_id,turn_id,user_input,paraphrase,translation_en,intent,entities,assistant_response,was_helpful,user_rating,user_satisfaction,needs_clarification,context_city,context_task,time_period
39b4a952-2787-4a97-9026-d37761bc00db,2,lige Konfigurer vækkeur til 21:15,lige Konfigurer vækkeur til 21:15,[EN] til lige vækkeur [...],alarm,"[('time', '21:15'), ('number', '1'), ('number', '2')]",Alarm sat til klokken 21:15. Godnat! ,True,4.1,7.4,False,,,night
a8e341d5-966e-4714-b89c-9e4853adb356,2,øv Vis overskrifter fra i dag,øv Find overskrifter fra i dag,[EN] fra i [...],nyheder,[],Dagens nyheder inden for kultur: [Oversigt],True,4.2,7.2,False,,,evening
68eea058-0973-4eb4-b9e8-730cee053e71,1,Hvad er din mening om kunstig intelligens?,Hvad er din mening om kunstig intelligens lige nu?,[EN] din Hvad er [...],out_of_scope,[],Det spørgsmål kan jeg ikke besvare.,False,1.9,6.6,False,,,morning
960c542c-3b6c-465d-928c-c6dfe71552ea,2,Jeg skal op klokken,Jeg skal op klokken,[EN] op skal [...],alarm,[],Jeg sætter vækkeur til 07:00. Godnat! ,True,4.0,7.3,False,,,evening
37cb60dc-eaa2-4aee-a63e-3265ca0d22f1,4,Vær sød at vække mig klokken,Vær sød at vække mig klokken,[EN] at Vær vække [...],alarm,[],Alarm indstillet til 08:30. Godnat! ,False,4.8,7.8,False,,,night
0913839d-65bb-4b57-bf85-c6d3300568a4,1,Sæt alarm til klokken 18:00,Opret alarm til klokken 18:00,[EN] klokken [...],alarm,"[('time', '18:00'), ('number', '1'), ('number', '8'), ('number', '18')]",Alarm sat til klokken 18:00. Godnat! ,True,4.9,7.2,False,,,night
2c48f66d-0516-4452-bbd7-4d0ed81b6976,3,øv Hvad med nå i morgen?,øv Hvad med nå i morgen lige nu?,[EN] morgen? øv [...],vejrudsigten,[],"Goddag, jeg kunne ikke genkende byen. Jeg viser vejret for Odense.",True,4.5,7.8,True,Horsens,,morning
5cc2a0a0-8911-4348-8523-82af88652309,1,okay Husk mig på i morgen,okay Husk mig på i morgen,[EN] i mig [...],påmindelse,[],Hvilken opgave? Jeg sætter påmindelse for 'lave mad'.,True,4.1,7.1,True,,,afternoon
5f5a3acb-31ef-4898-8225-df4f6cbf755e,3,okay Hvordan er vejret i Odense lige nu?,okay okay Hvordan er er vejret i Odense lige nu for mig?,[EN] i nu? Hvordan [...],vejrudsigten,[],"Goddag, hvilken by?. Jeg viser vejret for Aalborg.",False,4.3,7.4,True,Odense,,evening
17aeb4ad-658b-4f14-97d5-a39d9a3408bb,1,Sæt en vækkeur til 13:45,Lav en vækkeur til 13:45,[EN] 13:45 [...],alarm,"[('time', '13:45'), ('number', '3'), ('number', '5'), ('number', '13'), ('number', '45')]",Alarm konfigureret til 13:45. Husk at gå tidligt i seng! ,True,4.5,7.2,False,,,morning
f14193c7-e785-4f28-8e66-7ea57b1fb8a1,3,Alarm til 10:00 tak,Alarm til 10:00 tak,[EN] tak Alarm [...],alarm,"[('number', '1')]",Alarm sat til klokken 09:15. Godnat! ,True,4.8,7.8,False,,,morning
71a87bf0-6e41-4438-af55-464de541b39d,3,aflevere hvad rapporten,aflevere hvad rapporten,[EN] aflevere [...],påmindelse,[],Hvad skal jeg minde dig om? Påmindelse sat for 'møde med chefen'.,True,4.5,7.7,True,,aflevere rapporten,morning
fc12fbaf-f214-4eb9-8e7d-8c0419dfbf02,1,Fortæl øv seneste nyt om videnskab,Oplys mig om øv seneste nyt om videnskab,[EN] øv [...],nyheder,"[('word', 'viden'), ('topic', 'videnskab')]",Her er de seneste opdateringer om videnskab: [Info],True,4.0,7.3,False,,,morning
68047f12-1350-483e-974e-0d808bcbec9c,3,Hvornår blev Danmark medlem af okay EU?,Hvornår blev Danmark medlem af okay lige EU altså i dag?,[EN] EU? af blev [...],spørgsmål,[],Danmarks statsminister er Mette Frederiksen.,False,4.3,7.7,False,,,afternoon
e50eaafa-c379-4392-bdd7-7ea4bc168f39,2,måske Hvad er der sket inden for videnskab?,måske Hvad er der sket inden for videnskab venligst?,[EN] Hvad sket videnskab? inden [...],nyheder,"[('topic', 'videnskab')]",Nyheder om videnskab: [Oplysninger],True,4.3,7.6,False,,,night
26d44e4b-c427-4f25-a374-d67e179e505e,2,Hvordan bliver vejret i Frederiksberg i dag?,Hvordan ser bliver vejret i Frederiksberg i dag lige nu?,[EN] dag? vejret [...],vejrudsigten,"[('city', 'Frederiksberg')]",Prognosen for Frederiksberg: tåge og 25 grader. Aftenen bliver ,True,4.5,7.6,False,Frederiksberg,,night
503c8c64-21cc-4c78-914e-c0df77482cd5,1,Vær øhm sød at vække okay mig øhm klokken 21:15,Vær øhm sød at vække okay mig øhm klokken 21:15,[EN] at vække øhm 21:15 okay [...],alarm,"[('number', '15'), ('number', '21')]",Jeg vækker dig klokken 09:15. Husk at gå tidligt i seng! ,False,4.5,7.2,False,,,morning
beb0676b-17ba-4769-885a-b5a324528cbb,2,Sig mig de hvad sådan seneste sådan opdateringer øhm om,Sig mig de hvad sådan seneste sådan opdateringer øhm om,[EN] seneste de sådan Sig hvad øhm [...],nyheder,[],Hvilket emne interesserer du dig for?,True,4.6,7.2,True,,,night
ef0a061c-f890-4015-9ba3-35e846a79dbf,4,Hvordan er vindforholdene i Silkeborg?,Hvordan er er vindforholdene i Silkeborg lige nu?,[EN] vindforholdene [...],vejrudsigten,"[('city', 'Silkeborg')]",Silkeborg kan forvente solskin i dag med en højeste temperatur på 24 grader. I aften kommer der ,True,4.3,7.5,False,Silkeborg,,morning
cf28acff-b93d-4b8b-bf0e-9cf362633779,1,Påmind mig om besøge ven ved 18:00,Påmind mig om besøge ven ved 18:00,[EN] besøge om [...],påmindelse,"[('task', 'besøge ven'), ('time', '18:00'), ('number', '1'), ('number', '8'), ('number', '18')]",Jeg sørger for at du husker besøge ven klokken 18:00.,True,4.0,7.4,False,,besøge ven,evening
13da3fad-8241-416f-980f-477343b02a0d,1,øhm Hvad jo er de seneste nyheder?,øhm sådan Hvad jo jo er de vigtigste jo nyheder tak?,[EN] Hvad er de [...],nyheder,[],Her er de seneste nyheder om klimaændringer: [Nyhedssammendrag],True,3.6,7.1,False,,,morning
daf92db9-e757-4019-be85-66cfa3fbc405,2,"Efter træne, lige skal jeg træne","Efter træne, lige skal jeg træne",[EN] Efter træne jeg [...],påmindelse,"[('task', 'træne')]",Hvilken tid?. Alarm sat til 13:45.,True,4.6,7.8,True,,træne,morning
48bbe5f2-7bbd-43f0-865b-30ea9cfffaae,1,Hvor mange måske bor der i Vejle?,Hvor mange måske bor der iV ejle.,[EN] måske bor Hvor Vejle? [...],spørgsmål,"[('city', 'Vejle')]",Der bor ca. Ukendt mennesker i Vejle.,True,4.0,7.3,False,Vejle,,afternoon
163be2da-0904-49c5-9037-4d0dc48382e5,1,Hvordan ser vejret ud øv i weekenden i Frederiksberg?,Hvordan står det med ser vejret ud øv i weekenden i Frederiksberg tak?,[EN] Frederiksberg? weekenden Hvordan vejret [...],vejrudsigten,[],"Goddag, jeg kunne ikke genkende byen. Jeg viser vejret for Frederiksberg.",True,4.0,7.1,True,,,morning
c499cdab-bc3f-43d0-90be-a019f849c881,1,Har du nyheder om klimaændringer?,Har du nyheder om klimaændringer tak?,[EN] du [...],nyheder,[],Er der et specifikt nyhedsemne du søger?,True,4.0,7.1,True,,,morning
b90e9485-f004-4792-b60a-557ae0960a24,1,Havordan jo bliver vejret i Randers i dag?,Havordan jo bliver vejret i Randers i dag lige nu?,[EN] i Randers bliver Havordan vejret [...],vejrudsigten,[],"Goddag, skal det være for en bestemt by?. Her er vejret i Aalborg.",True,4.9,7.1,True,,,afternoon
0be45120-38a5-436f-a842-f1ce1fa6d2dc,1,Hvem vandt seneste måske VM øv i fodbold?,Hvem vandt seneste måske VM øv i fodbold for mig?,[EN] Hvem seneste øv vandt [...],spørgsmål,[],Danmarks statsminister er Helle Thorning-Schmidt.,True,4.1,7.2,False,,,night
3bf4246f-05ba-4472-beb8-6b606d15c33b,1,Jeg skal hvad op klokken 09:15,Jeg skal hvad op klokken 09:15,[EN] klokken hvad [...],alarm,"[('time', '09:15'), ('number', '1'), ('number', '5'), ('number', '9'), ('number', '15')]",Alarm planlagt til 09:15. Godnat! ,True,4.6,7.2,False,,,morning
e3d66144-e67f-4589-88f7-b76935746bd2,3,betale regninger,betale regninger,[EN] regninger [...],påmindelse,"[('task', 'betale regninger')]",Hvilken tid?. Alarm sat til 18:00.,True,4.5,7.8,True,,betale regninger,morning
46924c40-7960-4cc4-b090-6b4f88ed4e4c,1,Væk nå mig ved 18:00,Væk nå mig ved 18:00,[EN] mig 18:00 [...],alarm,"[('time', '18:00'), ('number', '1'), ('number', '8')]",Alarm sat til klokken 18:00. Godnat! ,True,4.1,7.2,False,,,morning
e802f0bc-791e-4a1f-9a17-178c7b6e0d83,3,Husk mig på besøge ven i morgen,Husk mig på besøge ven i morgen,[EN] Husk besøge morgen [...],påmindelse,"[('task', 'besøge ven')]",Hvilken opgave? Påmindelse sat for 'bestille tid'.,True,4.0,8.0,True,Aalborg,besøge ven,night
7784919f-d313-4ba5-b4e3-c5503b8ed7dc,3,nå Har du nyheder om kultur?,nå Har du nyheder om kultur venligst?,[EN] kultur? nyheder [...],nyheder,"[('topic', 'kultur')]",Her er dagens vigtigste nyheder om kultur: [Sammendrag],True,5.0,6.5,False,,,night
fbb08c08-fee3-4fa8-9a3b-852d9cf5c921,1,"Lav påmindelse: aflevere rapporten, 08:30","Lav påmindelse: aflevere jo rapporten, 08:30","[EN] rapporten, aflevere påmindelse: [...]",påmindelse,"[('task', 'aflevere rapporten'), ('time', '08:30'), ('number', '3')]"," Efter aflevere rapporten, Påmindelse konfigureret for aflevere rapporten ved 08:30.",True,4.3,7.4,False,,aflevere rapporten,night
5ccf0136-ea84-4634-83af-98d27defd079,1,Kan du fortælle måske en vittighed?,Kan du øv fortælle måske en vittighed i dag?,[EN] Kan vittighed? [...],out_of_scope,[],Det spørgsmål ligger uden for min funktionalitet.,False,1.8,6.6,False,,,morning
1e9dba18-febb-426d-8a7f-4b523fdfb66b,2,Jeg skal op klokken 18:00,Jeg skal op klokken 18:00,[EN] op Jeg [...],alarm,"[('number', '1'), ('number', '8'), ('number', '18')]",Alarm planlagt til 15:30. Godnat! ,True,4.0,7.5,False,,,morning
aa4c9ffa-fdd7-48b3-8a2e-6902b7ce8012,2,nå Hvem skrev 'Den lille havfrue'?,nå Hvem skrev 'Den lille havfrue' i dag?,[EN] lille Hvem skrev [...],out_of_scope,[],Jeg er kun programmeret til at hjælpe med praktiske opgaver.,False,2.3,6.2,False,,,afternoon
c2f0029f-8a88-4e6f-9d6b-e9a414e55d05,3,Vis overskrifter fra okay i dag,Kan du måske vise overskrifter fra okay jo i dag,[EN] fra Vis okay [...],nyheder,[],Hvilken type nyheder ønsker du?,True,4.8,7.6,True,,,morning
7950f5e3-67be-4183-86bc-d552d7f9251a,3,Hvad nå er de vigtigste nyheder lige nu?,Hv ad nå er de vigtigste nyheder lige nu lige nu?,[EN] vigtigste lige nu? Hvad [...],nyheder,[],Hvilket emne interesserer du dig for?,True,4.4,7.5,True,,,night
701b0f6e-c83d-4520-8961-378193082179,2,Herning,Herning,[EN] Herning [...],vejrudsigten,"[('city', 'Herning')]",Vejrudsigt for Herning: storm I aften kommer der ,True,4.1,7.4,False,Herning,,afternoon
e38af797-54f7-4e55-bfe1-538a44055af2,1,øhm Hvordan bliver vejret i Roskilde i dag?,øhm Hvordan er det med bliver jo vejret i Roskilde i dag i dag?,[EN] dag? Hvordan bliver [...],vejrudsigten,"[('city', 'Roskilde')]","Vejret i Roskilde: Let skyet, maks 19 grader. I aften kommer der ",True,4.1,7.2,False,Roskilde,,morning
69dad09b-a912-4df8-81d7-43965efa56d5,1,Hvornår startede 2. altså verdenskrig?,Hvornår startede 2. altså verdenskrig venligst?,[EN] 2. startede altså [...],spørgsmål,"[('number', '2')]",27 + 10 = 37.,True,4.8,7.3,False,,,evening
e2bdf8dc-1fe3-4bfc-aeeb-c8611a40777b,1,Alarm til sådan 21:15 tak,Alarm til lige sådan 21:15 tak,[EN] til sådan [...],alarm,"[('time', '21:15'), ('number', '1'), ('number', '15')]",Alarm indstillet til 21:15. Husk at gå tidligt i seng! ,True,4.7,7.2,False,,,night
8942d3cf-463d-4545-b07a-c1914743b86c,1,Vis øhm mig nyheder om,Hent øhm mig nyheder om,[EN] om mig nyheder [...],nyheder,[],Hvilken type nyheder ønsker du?,False,4.1,7.1,True,,,night
7c6f22cd-54d6-447c-8ebf-aca855f397bf,5,Hvad er vejrudsigten sådan for øhm i morgen i København?,Hvad er vejrudsigten sådan for altså øhm hvad i jo morgen i København sådan tak?,[EN] for i Hvad øhm sådan morgen [...],vejrudsigten,"[('city', 'København')]",Vejret i København viser tåge for i dag. Aftenen bliver ,True,5.0,5.6,False,København,,afternoon
ee664960-9664-4a90-9849-1fff1a5a2c3f,3,Konfigurer vækkeur til 09:15,Konfigurer vækkeur til 09:15,[EN] vækkeur 09:15 [...],alarm,"[('number', '1'), ('number', '5'), ('number', '9'), ('number', '15')]",Jeg vækker dig klokken 13:45. Godnat! ,True,4.2,7.8,False,,,afternoon
8ba99463-d66f-4b2d-801d-96188c2bedc5,4,Hvem skrev jo 'Den lille havfrue'?,Hvem skrev jo 'Den lille havfrue' for mig?,[EN] skrev lille [...],out_of_scope,[],Jeg er ikke udstyret til at håndtere den forespørgsel.,False,2.2,5.4,False,,,afternoon
89e69a6c-6e01-4e45-9b9f-c8c2cdb7b128,2,jo Hvordan er vejret i Aarhus lige jo nu?,jo Hvordan står det med er vejret i Aarhus okay lige jo nu.,[EN] Aarhus lige nu? er i [...],vejrudsigten,"[('city', 'Aarhus')]",For Aarhus forventes byger med temperaturer omkring 19 grader. Aftenen bliver ,True,4.6,7.5,False,Aarhus,,night
50380986-f095-44fa-a243-be3f3dc35942,1,Kan du jo sætte alarm til øhm 13:45?,Kan du jo sætte alarm til øhm 13:45 lige nu?,[EN] 13:45? øhm alarm [...],alarm,"[('time', '13:45'), ('number', '4'), ('number', '13')]",Jeg sætter vækkeur til 13:45. Husk at gå tidligt i seng! ,True,4.3,7.2,False,,,morning
0936bb15-1ede-4012-a57e-9f463ade0d55,3,forberede præsentation,forberede præsentation,[EN] forberede [...],påmindelse,[],Hvilken tid?. Jeg sætter alarmen til 07:00.,True,4.7,7.9,True,,forberede præsentation,morning
7a1b6cb3-8f74-42b5-be70-817cd40c49fd,1,Hvad er altså meningen med livet?,Hvad er altså meningen med livet.,[EN] meningen er [...],out_of_scope,[],Det spørgsmål kan jeg ikke besvare.,False,1.7,6.6,False,,,night
285d62d3-b0e0-4e5f-8633-740813dbb1b3,1,Husk mig på i morgen,Husk mig på i morgen,[EN] i [...],påmindelse,[],Hvilken tid?. Jeg sætter alarmen til 21:15.,True,4.1,7.1,True,,,morning
8ba99463-d66f-4b2d-801d-96188c2bedc5,1,Hvad er meningen med livet?,Hvad er meningen med livet i dag?,[EN] er med [...],out_of_scope,[],Det spørgsmål kan jeg ikke besvare.,False,1.2,6.6,False,,,afternoon
ebada004-1ef4-45eb-a31d-b416b11af37f,1,Mind jo mig om forberede præsentation når klokken sådan er 07:00,Mind jo mig om forberede præsentation når klokken sådan er 07:00,[EN] forberede når præsentation 07:00 klokken Mind [...],påmindelse,"[('task', 'forberede præsentation'), ('time', '07:00')]",Påmindelse sat: forberede præsentation ved 07:00.,True,4.6,7.4,False,,forberede præsentation,evening
7d8dd68b-cfae-479e-904b-a5c2b5c92de9,3,Hvad er måske hovedstaden i Portugal?,Hvad er måske hovedstaden i Portugal venligst?,[EN] måske [...],spørgsmål,"[('country', 'Portugal')]",Portugal's hovedstad er Lissabon med en befolkning på ukendt.,True,4.0,7.7,False,,,morning
730ff15f-513f-44cd-a0e7-5961abeadd81,1,Hvad er det dybeste punkt i havet?,Hvad er sådan det dybeste punkt i havet venligst?,[EN] havet? dybeste [...],out_of_scope,[],Jeg har ikke information om det emne.,False,2.3,6.6,False,,,morning
ffe061e7-b07f-402c-b60b-57b543b327d1,1,Hvem er den nuværende monark i Norge?,Hvem er den nuværende monark i Norge tak?,[EN] den Hvem er [...],spørgsmål,"[('country', 'Norge')]",Norge's hovedstad er Oslo med en befolkning på 5 millioner.,True,4.3,7.3,False,,,evening
4eb497ce-593d-44a1-b7fa-4bc52841442b,1,Hvad er overskrifterne sådan i dag?,småske Hvad er overskrifterne sådan altså i dag i dag?,[EN] Hvad dag? [...],nyheder,[],Hvilket emne interesserer du dig for?,False,4.9,7.1,True,,,morning
a5a5e669-0c99-4f8d-b600-949ce3dbca1e,1,Hvad er der sket inden for klimaændringer?,Hvad er der sket inden for klimaændringer lige nu?,[EN] sket inden [...],nyheder,"[('topic', 'klimaændringer')]",Her er de seneste opdateringer om klimaændringer: [Info],True,4.7,7.3,False,,,evening
25b9478a-0322-4909-a88d-504654830a9f,3,Hvad er kvadratroden øhm af 144?,Hvad er kvadratroden øhm af 144.,[EN] kvadratroden øhm [...],out_of_scope,"[('number', '1'), ('number', '14'), ('number', '44')]",Jeg er ikke udstyret til at håndtere den forespørgsel.,False,2.7,5.8,False,,,evening
e7bb668d-8ac8-4f4b-bdcc-692eb2ca2ca0,2,Jeg skal huske at møde med øv chefen på 07:00,Jeg skal huske at møde med øv chefen på 07:00,[EN] med øv at huske Jeg [...],påmindelse,"[('time', '07:00')]",Hvilken tid?. Jeg sætter alarmen til 21:15.,True,4.3,7.8,True,,møde med chefen,afternoon
457b0a97-aeda-47b4-b2e5-b8ae7c8171d6,3,Find mig nyheder om politik fra sådan i dag,Find mig nyheder jo om politik fra sådan i øhm dag,[EN] nyheder sådan politik [...],nyheder,"[('topic', 'politik')]",Her er de seneste opdateringer om politik: [Info],True,4.4,7.6,False,,,night
c03100b0-77c9-4c14-8c37-3eb1b4ab4912,3,nå forberede lige præsentation,nå forberede lige præsentation,[EN] forberede [...],påmindelse,[],Hvad skal jeg minde dig om? Jeg sætter påmindelse for 'træne'.,False,4.8,8.0,True,,forberede præsentation,afternoon
9dd3a8cc-8c3c-4800-914f-c4d7b593161d,3,Hvad er overskrifterne okay i lige dag?,Hvad er altså overskrifterne okay i lige dag lige nu?,[EN] dag? Hvad [...],nyheder,[],Hvilket emne interesserer du dig for?,False,4.2,7.7,True,,,afternoon
94010523-f8a3-4d64-8889-1465aa4822d9,1,Hvad er den bedste kaffe altså i hvad verden?,Hvad er den bedste kaffe altså i hvad verden tak?,[EN] hvad den kaffe [...],out_of_scope,[],"Beklager, jeg kan ikke hjælpe med det.",False,1.7,6.6,False,,,evening
140bb8b0-186e-44f8-b163-99dd9154fe70,2,Hvor mange bor der i ?,Hvor mange bor der i for mig?,[EN] bor i mange der [...],spørgsmål,[],Danmarks statsminister er Mette Frederiksen.,True,4.2,7.4,False,,,morning
fc8deb52-104b-429c-95f8-2f1fa314a4dd,3,09:15,09:15,[EN] 09:15 [...],påmindelse,"[('time', '09:15'), ('number', '5'), ('number', '15')]",Hvad skal jeg minde dig om? Jeg sætter påmindelse for 'købe ind'.,True,4.0,8.1,True,,træne,evening
6b633a40-1787-4088-9b87-3afd576e3ddb,2,hvad Opret påmindelse for besøge ven kl. 09:15,hvad Opret påmindelse for besøge ven kl. 09:15,[EN] ven for Opret besøge kl. [...],påmindelse,"[('task', 'besøge ven'), ('time', '09:15'), ('number', '1'), ('number', '5'), ('number', '9'), ('number', '15')]",Jeg sætter påmindelse: besøge ven klokken 09:15.,True,4.0,7.7,False,,besøge ven,afternoon
5f526832-6223-4d03-8131-7180c2e7815f,3,Find jo mig nyheder om kultur fra i dag,Find jo mig nyheder om kultur fra i dag,[EN] jo mig om i fra kultur [...],nyheder,[],Dagens nyheder inden for politik: [Oversigt],True,4.0,7.5,False,,,afternoon
23c6b595-86cf-450c-bacf-8a8966acc46c,5,Jeg har brug for en alarm klokken 08:30,Jeg har brug for en alarm klokken 08:30,[EN] 08:30 brug for klokken har [...],alarm,"[('time', '08:30'), ('number', '3'), ('number', '8'), ('number', '30')]",Jeg sætter vækkeur til 08:30. Husk at gå tidligt i seng! ,True,4.0,8.1,False,,,morning
44f46276-7e6a-4e91-8287-cdc54016a7e0,1,Jeg skal op klokken 21:15,Jeg skal op klokken 21:15,[EN] skal [...],alarm,"[('time', '21:15'), ('number', '2'), ('number', '5'), ('number', '15'), ('number', '21')]",Du vil blive vækket klokken 21:15. Godnat! ,True,4.1,7.2,False,,,afternoon
321b84d1-11d4-4709-b98b-90a5f4f5ccb5,2,okay Alarm til 10:00 tak,okay Alarm til 10:00 tak,[EN] okay tak [...],alarm,"[('time', '10:00'), ('number', '1'), ('number', '10')]",Alarm planlagt til 10:00. Husk at gå tidligt i seng! ,True,4.4,7.5,False,,,afternoon
ce52c5eb-3b73-4ad1-87d6-2013d83f7931,2,Hvordan øhm bliver vejret i Esbjerg i dag?,Hvordan er det med øhm bliver vejret i Esbjerg i dag.,[EN] bliver øhm dag? [...],vejrudsigten,"[('city', 'Esbjerg')]",I Esbjerg forventes let overskyet i dag. Aftenen bliver ,True,4.4,7.5,False,Esbjerg,,morning
41544c71-7bb4-47c6-a97d-e523a837f2be,2,Kan du sætte alarm til 21:15?,Kan du sætte alarm til 21:15 tak?,[EN] til 21:15? [...],alarm,"[('time', '21:15'), ('number', '1'), ('number', '2'), ('number', '5'), ('number', '15'), ('number', '21')]",Alarm indstillet til 21:15. Godnat! ,True,4.9,7.5,False,,,night
b097bc00-ba57-4ac7-a346-5a1ae4687055,2,Hvad med i morgen?,Hvad med i morgen tak?,[EN] Hvad med [...],vejrudsigten,[],"Goddag, jeg kunne ikke genkende byen. Jeg viser vejret for Randers.",False,4.2,7.4,True,Næstved,,evening
70f8cbbe-3cfb-4dec-888c-69a35d8b7438,2,nå Hvordan ser vejret ud i weekenden i Frederiksberg?,øv nå Hvad er sådan ser vejret ud nå i weekenden i Frederiksberg.,[EN] Hvordan vejret ser weekenden ud i [...],vejrudsigten,"[('city', 'Frederiksberg')]",Prognosen for Frederiksberg: storm og 18 grader. Aftenen bliver ,True,4.0,7.6,False,Frederiksberg,,evening
e15231af-94d5-4667-9fea-223bcdf2ba35,3,Hvad hvad er øv de vigtigste jo nyheder lige lige nu tak.,Hvad hvad er øv de vigtigste jo nyheder lige lige nu tak.,[EN] lige Hvad nyheder lige hvad tak. de [...],nyheder,[],Her er dagens vigtigste nyheder om underholdning: [Sammendrag],False,4.1,7.3,False,,,night
9ba02bd5-9d2a-4940-8daa-7b97816089e7,4,studere,altså studere,[EN] studere [...],påmindelse,"[('task', 'studere')]",Hvilken opgave? Påmindelse sat for 'betale regninger'.,True,4.7,8.6,True,,studere,afternoon
b2f591c7-8b66-4dd2-ad5b-dab40b601f23,1,lige Vis vejrudsigten for Horsens,lige Vis mig lige vejrudsigten for Horsens,[EN] vejrudsigten [...],vejrudsigten,"[('city', 'Horsens')]"," Som du spurgte om tidligere, Vejrudsigt for Horsens: tåge Aftenen bliver ",False,4.9,7.2,False,Horsens,,night
12206c22-b6c4-421d-8903-990f5e785bd0,1,Hvor mange bor der i Aalborg?,Hvor mange bor der i Aalborg tak?,[EN] Aalborg? i bor Hvor [...],spørgsmål,"[('city', 'Aalborg')]",Der bor ca. 115.000 mennesker i Aalborg.,True,4.2,7.3,False,Aalborg,,evening
316f900c-853a-4124-a004-d62458cc5719,1,Skal nå jeg forvente regn i sådan Aalborg nå i dag?,Skal nå jeg forvente regn i sådan Aalborg nå i dag.,[EN] nå nå Skal [...],vejrudsigten,"[('city', 'Aalborg')]"," Sammenlignet med tidligere, Her er vejrudsigten for Aalborg: Solskin hele dagen med 22 grader. Aftenen bliver ",True,4.0,7.2,False,Aalborg,,afternoon
5d7259ad-9dc0-4679-bb38-a57a3833add0,2,Hvad jo er der sket inden for ?,Hvad jo er der sket inden for  venligst?,[EN] inden jo for sket Hvad [...],nyheder,[],Seneste nyt om klimaændringer: [Nyhedsopsummering],False,4.1,7.2,False,,,afternoon
b6d2d551-c5c5-47a0-a257-2d631e7c15ba,1,Vil det sne i Esbjerg i morgen?,Vil det sne i Esbjerg i morgen lige nu?,[EN] Vil sne morgen? [...],vejrudsigten,"[('city', 'Esbjerg')]",I dag bliver det solskin i Esbjerg med op til 21 grader. Aftenen bliver ,True,4.5,7.2,False,Esbjerg,,morning
3287feac-1106-47d9-878f-6487a868a791,1,Hvem er nå den bedste fodboldspiller nogensinde?,Hvem er nå den bedste fodboldspiller nogensinde i dag?,[EN] Hvem fodboldspiller [...],out_of_scope,[],Det spørgsmål kan jeg ikke besvare.,False,1.2,6.6,False,,,morning
a20bd73f-a7cc-4048-a04c-08fc305f1c7f,1,Hvad er sådan hovedstaden i Italien?,Hvad er sådan hovedstaden i Italien i dag?,[EN] hovedstaden i Hvad [...],spørgsmål,"[('country', 'Italien')]",Befolkningstallet i Italien er omkring 60 millioner.,True,4.1,7.3,False,,,night
6560421e-acf2-4fa5-a029-18338c24d6cd,3,hvad Hvornår blev Danmark jo medlem af EU?,hvad Hvornår blev Danmark jo medlem af EU venligst?,[EN] hvad medlem Danmark [...],spørgsmål,[],Danmarks statsminister er Mette Frederiksen.,True,4.3,7.5,False,,,evening
7870de6c-e0b3-46c2-9d3d-da2eb728d6c7,3,Hvordan okay er vejret i Silkeborg lige altså nu?,Hvordan står det med okay er vejret i Silkeborg lige altså nu venligst?,[EN] er okay nu? altså lige [...],vejrudsigten,"[('city', 'Silkeborg')]",Vejrudsigt for Silkeborg: klar himmel Aftenen bliver ,True,4.0,7.8,False,Silkeborg,,morning
6d86ede0-20cf-4a52-93ac-65dc07006c5d,2,besøge ven,besøge ven,[EN] besøge [...],påmindelse,"[('task', 'besøge ven')]",Hvilken tid?. Jeg sætter alarmen til 09:15.,True,4.5,7.8,True,,besøge ven,evening
37cb60dc-eaa2-4aee-a63e-3265ca0d22f1,1,Væk mig ved 15:30,Væk mig øv ved 15:30,[EN] Væk [...],alarm,"[('time', '15:30'), ('number', '5'), ('number', '30')]",Alarm indstillet til 15:30. Godnat! ,True,5.0,7.2,False,,,night
90604d1e-49e9-4397-834d-f123b2af4171,1,jo Hvornår startede 2. verdenskrig?,jo Hvornår startede 2. verdenskrig tak?,[EN] 2. Hvornår startede [...],spørgsmål,"[('number', '2')]",23 + 25 = 48.,True,4.9,7.3,False,,,afternoon
3c27bdb0-810c-4bb9-9400-ea612d58175e,3,Herning,Herning,[EN] Herning [...],vejrudsigten,[],"Goddag, hvilken by?. Jeg viser vejret for Silkeborg.",False,4.8,7.4,True,Herning,,night
ba09a7b4-a10f-4e0f-a591-48870548afee,2,Hvad er 85 plus 25?,Hvad er 85 plus 25 for mig?,[EN] plus er [...],spørgsmål,"[('number', '2'), ('number', '5'), ('number', '8'), ('number', '25'), ('number', '85')]",49 + 41 = 90.,True,4.7,7.6,False,,,afternoon
15c0222d-c5ec-4151-b19c-03156b84b2a1,1,Kan du danse?,Kan du danse venligst?,[EN] danse? [...],out_of_scope,[],Jeg har ikke information om det emne.,False,1.9,6.6,False,,,morning
5d7a785a-91da-4524-9a75-3d31e8033b73,2,Sæt alarm til 07:00 i morgen,Opret alarm til 07:00 i morgen,[EN] Sæt morgen [...],alarm,"[('time', '07:00'), ('number', '7')]",Vækkeur sat til 07:00. Husk at gå tidligt i seng! ,True,4.9,7.5,False,,,morning
765a3c07-5d6a-43fd-aa7e-3639c8cb5e98,1,hvad Jeg skal op klokken 09:15,hvad Jeg skal op klokken 09:15,[EN] 09:15 skal [...],alarm,"[('time', '09:15'), ('number', '1'), ('number', '5'), ('number', '9'), ('number', '15')]",Alarm sat til klokken 09:15. Husk at gå tidligt i seng! ,True,4.5,7.2,False,,,night
